"","carat","cut","color","clarity","depth","table","price","x","y","z"
"30198",0.42,"Premium","E","SI1",62,58,722,4.82,4.85,3
"26369",0.32,"Very Good","F","VS2",59.5,61,645,4.42,4.46,2.64
"36193",0.4,"Ideal","G","VVS2",62.6,57,931,4.68,4.75,2.95
"890",0.7,"Premium","F","VS1",60.8,62,2874,5.71,5.67,3.46
"44348",0.56,"Ideal","E","SI1",62.7,57,1580,5.23,5.27,3.29
"11298",1.16,"Premium","H","SI2",62.6,57,4979,6.75,6.67,4.2
"38369",0.53,"Good","J","VS2",63.8,57,1023,5.1,5.12,3.26
"6530",0.9,"Good","D","SI1",63.2,62,4068,6.06,6.13,3.85
"14438",1,"Good","F","VS1",64.8,59,5829,6.17,6.23,4.02
"11998",1.06,"Ideal","E","SI2",60.9,57,5147,6.58,6.62,4.02
"24081",1.65,"Ideal","H","VVS2",62.1,56,12225,7.68,7.65,4.76
"43949",0.31,"Ideal","E","SI1",61.6,54,516,4.39,4.41,2.71
"48210",0.62,"Very Good","D","SI1",61.3,58,1949,5.47,5.49,3.36
"52208",0.63,"Very Good","G","VVS2",62.3,55,2481,5.5,5.54,3.44
"25278",2,"Ideal","I","SI2",61.1,59,13921,8.07,8.11,4.94
"17394",0.32,"Good","D","SI2",63.7,56,612,4.34,4.33,2.76
"52015",0.7,"Very Good","F","SI1",63.1,60,2445,5.62,5.63,3.55
"30646",0.3,"Ideal","F","VVS2",61.1,57,736,4.3,4.34,2.64
"32934",0.41,"Ideal","G","VS2",61.7,54,811,4.78,4.81,2.96
"7755",0.98,"Fair","G","SI1",64.4,56,4281,6.33,6.24,4.03
"2995",0.9,"Good","I","VS2",63.8,55,3303,6.07,6.16,3.9
"6375",0.3,"Premium","H","VS1",60,60,576,4.4,4.3,2.61
"22934",1.5,"Very Good","F","SI1",61.2,57,10973,7.34,7.37,4.5
"44358",0.56,"Ideal","G","VS2",62,56,1580,5.28,5.3,3.28
"24317",2.01,"Ideal","J","SI2",62.9,54,12565,8.03,8.07,5.06
"10444",1,"Premium","H","SI1",59.4,58,4788,6.51,6.46,3.85
"19864",1.22,"Premium","F","VS2",59.8,59,8417,6.96,6.92,4.15
"20043",0.42,"Ideal","H","SI2",62,54,625,4.81,4.83,2.99
"40278",0.31,"Ideal","G","SI1",62.1,54,493,4.34,4.36,2.7
"4755",0.91,"Very Good","F","SI2",61.2,59,3688,6.2,6.22,3.8
"37827",0.33,"Ideal","E","VS1",60.2,57,1002,4.52,4.48,2.71
"197",0.7,"Premium","E","SI1",61,57,2777,5.73,5.68,3.48
"44245",0.51,"Very Good","F","VS2",63.2,56,1574,5.1,5.06,3.21
"53711",0.71,"Good","D","SI1",63.1,56,2719,5.68,5.73,3.6
"17112",1.01,"Very Good","F","VS1",59.9,59,6825,6.52,6.57,3.92
"19289",1.51,"Fair","H","SI1",66.5,56,8010,7.03,6.99,4.66
"19406",1.24,"Very Good","G","VS2",59.1,59,8064,7.02,7.08,4.17
"782",0.6,"Ideal","E","VVS2",61.9,54.9,2860,5.41,5.44,3.35
"13339",1.19,"Premium","D","SI2",58.8,58,5504,7.04,6.9,4.1
"3817",0.7,"Ideal","F","VS2",61,55,3468,5.74,5.79,3.52
"44967",0.7,"Premium","G","SI2",58.9,59,1636,5.73,5.7,3.37
"52725",0.82,"Ideal","I","VS1",61.4,57,2557,5.98,6.03,3.69
"27934",0.31,"Ideal","I","SI1",61.4,56,430,4.35,4.38,2.68
"20330",1.5,"Premium","G","SI2",58.5,62,8736,7.44,7.4,4.34
"32277",0.36,"Ideal","F","VS1",62.5,57,789,4.53,4.56,2.84
"43849",0.5,"Good","F","VS2",62.8,61,1447,4.94,5,3.12
"10320",1.03,"Ideal","G","SI1",62.4,57,4764,6.52,6.47,4.05
"2083",0.76,"Very Good","E","VS2",61,58,3111,5.88,5.93,3.6
"25362",0.28,"Very Good","F","VVS1",60.1,59,642,4.24,4.25,2.55
"40284",0.34,"Ideal","I","VS2",61.1,55,495,4.51,4.55,2.77
"8300",0.9,"Premium","G","VS2",61.8,60,4386,6.16,6.21,3.82
"12717",0.4,"Good","D","SI2",64,56,599,4.64,4.7,2.99
"22372",0.31,"Very Good","H","VS2",63.1,58,628,4.34,4.31,2.73
"13735",0.27,"Very Good","F","VVS1",61.8,55,604,4.13,4.16,2.56
"6825",1.01,"Ideal","H","SI2",62.8,56,4119,6.38,6.45,4.03
"2114",0.87,"Ideal","H","VS2",61.7,57,3118,6.14,6.09,3.77
"9161",1,"Very Good","D","SI2",64.7,57,4541,6.29,6.36,4.09
"42508",0.53,"Very Good","F","SI1",62.5,57,1322,5.19,5.24,3.26
"42994",0.61,"Ideal","E","SI2",62,54,1368,5.46,5.48,3.39
"37915",0.41,"Ideal","D","VS2",62.4,55,1007,4.76,4.79,2.98
"49745",0.64,"Ideal","G","VS1",62.3,54,2155,5.54,5.56,3.46
"28168",0.32,"Ideal","G","VS1",61.6,55,665,4.43,4.5,2.75
"20559",1.21,"Premium","F","VS2",60.1,55,8870,7.01,6.91,4.18
"28039",0.41,"Ideal","G","SI2",62.1,53.6,659,4.75,4.79,2.96
"9981",1,"Fair","D","SI1",66.3,58,4704,6.15,6.04,4.04
"13541",1.14,"Ideal","G","SI1",62.2,56,5548,6.66,6.69,4.15
"34554",0.41,"Ideal","F","SI1",61.1,56,870,4.79,4.83,2.94
"13368",0.24,"Very Good","F","VS1",63,59,419,3.93,3.97,2.49
"29121",0.3,"Good","D","VVS2",64.2,55,689,4.23,4.28,2.73
"6713",0.27,"Very Good","D","VS1",62.2,58,413,4.14,4.15,2.58
"19017",1.11,"Premium","F","VS1",59.4,58,7832,6.81,6.75,4.03
"51997",0.7,"Good","I","VS1",61.1,61,2443,5.65,5.7,3.47
"3306",0.8,"Ideal","F","VS2",62.7,54,3369,5.95,5.91,3.72
"35830",0.41,"Good","F","VVS1",63.9,56,915,4.71,4.74,3.02
"6949",0.91,"Very Good","H","VVS2",63.6,56,4143,6.11,6.13,3.89
"46798",0.7,"Very Good","D","SI2",63.1,58,1806,5.63,5.57,3.53
"34978",0.25,"Ideal","H","VS2",61,55,472,4.11,4.09,2.5
"12106",1.01,"Premium","H","VS2",59.1,58,5166,6.58,6.59,3.89
"23580",1.25,"Very Good","G","VVS1",60.2,58,11589,6.97,7.04,4.22
"28199",0.38,"Ideal","G","SI1",62.4,57,666,4.62,4.65,2.89
"24669",1.51,"Very Good","F","VS2",63.7,60,13012,7.2,7.24,4.6
"48056",0.73,"Premium","I","SI2",62,57,1927,5.79,5.76,3.58
"4440",0.73,"Good","F","VVS2",59.5,61,3616,5.8,5.83,3.46
"24233",1.52,"Ideal","E","SI1",62.8,55,12431,7.3,7.35,4.6
"13422",1,"Very Good","G","SI1",62.3,62,5511,6.34,6.38,3.96
"29227",0.31,"Fair","G","VS1",64.6,55,695,4.31,4.26,2.77
"10758",1.12,"Good","I","VS2",63.8,55,4853,6.63,6.57,4.21
"2527",1.04,"Good","J","SI2",63.8,56,3204,6.36,6.32,4.05
"26808",2.18,"Good","H","SI2",60.4,64,16690,8.38,8.47,5.09
"19176",1.21,"Ideal","H","VS1",62.8,54,7928,6.81,6.78,4.26
"14961",1.21,"Good","G","VS1",63.7,57,6025,6.73,6.67,4.27
"39519",0.32,"Premium","E","VVS2",61.1,58,1080,4.45,4.42,2.71
"32520",0.35,"Ideal","G","VVS2",61,57,798,4.54,4.58,2.78
"2186",1,"Ideal","H","I1",61.3,57,3136,6.44,6.41,3.94
"17904",1.34,"Very Good","D","SI2",62.3,59,7230,6.99,7.03,4.37
"36870",0.42,"Ideal","E","VS2",61.3,56,958,4.81,4.85,2.96
"19895",2.25,"Very Good","J","SI2",60.6,63,8442,8.45,8.38,5.1
"21016",1.6,"Premium","F","SI2",61.1,58,9229,7.57,7.53,4.61
"20581",1.13,"Ideal","G","VVS2",61.5,57,8889,6.67,6.71,4.12
"53846",0.7,"Very Good","G","VS1",60,56,2741,5.77,5.83,3.48
"7713",0.33,"Premium","H","VS1",59.2,58,579,4.5,4.55,2.68
"11230",1.02,"Very Good","D","SI2",62.8,55,4964,6.38,6.46,4.03
"17821",1.25,"Ideal","H","SI1",62.2,54,7182,6.93,6.88,4.3
"12586",1.31,"Premium","I","SI1",62,58,5282,7.01,6.98,4.34
"43820",0.51,"Good","E","SI1",63.9,54,1443,5.09,5.05,3.24
"3721",0.3,"Very Good","E","VS1",63,57,568,4.25,4.29,2.69
"11208",1.01,"Premium","H","VS2",61.2,59,4959,6.45,6.47,3.95
"918",0.84,"Ideal","G","SI2",62.3,55,2879,6.08,6.03,3.77
"51186",0.7,"Premium","D","SI2",62.8,61,2348,5.61,5.57,3.51
"47645",0.23,"Ideal","F","VVS2",62.3,56,530,3.95,4.01,2.48
"5718",0.25,"Very Good","E","VVS2",59.8,59,575,4.07,4.09,2.44
"23416",1.5,"Ideal","F","SI1",62,53,11405,7.32,7.29,4.53
"44907",0.53,"Ideal","F","VS1",61.7,56,1630,5.2,5.22,3.21
"41225",0.43,"Premium","G","VVS1",60.9,58,1207,4.88,4.91,2.98
"4275",0.9,"Very Good","E","SI2",61,59,3584,6.14,6.18,3.76
"7606",0.73,"Ideal","D","VS1",61.9,55,4258,5.78,5.81,3.59
"12256",1.16,"Ideal","G","SI2",61.5,54,5206,6.75,6.78,4.16
"23129",1.51,"Very Good","G","SI1",62.9,57,11153,7.27,7.3,4.58
"23149",1.51,"Very Good","H","VS2",62.8,60,11166,7.25,7.28,4.56
"53041",0.71,"Ideal","G","SI1",62.5,57,2604,5.67,5.69,3.55
"17881",1.18,"Ideal","H","VS1",64.9,58,7216,6.57,6.53,4.25
"40490",0.42,"Premium","F","VVS2",59.6,59,1142,4.83,4.86,2.89
"44669",0.32,"Ideal","H","VS2",61.3,56,523,4.42,4.45,2.72
"25989",1.54,"Ideal","G","VVS2",62.5,57,15197,7.36,7.3,4.58
"12048",0.34,"Very Good","E","SI1",59,60,596,4.56,4.62,2.71
"12694",0.4,"Ideal","J","VS2",62.6,57,599,4.68,4.71,2.94
"32908",0.44,"Ideal","F","SI1",61,57,810,4.89,4.91,2.99
"16187",1.22,"Ideal","I","VS1",61.9,55.7,6469,6.81,6.84,4.23
"116",0.73,"Ideal","F","VS2",62.7,53,2762,5.8,5.75,3.62
"16086",1.01,"Premium","E","VS2",62.1,58,6425,6.42,6.34,3.96
"42009",0.51,"Premium","E","SI2",61.7,58,1265,5.14,5.07,3.15
"34080",0.36,"Ideal","E","VS1",61.7,56,852,4.56,4.58,2.82
"34291",0.3,"Ideal","F","VVS1",61.8,55,857,4.32,4.35,2.68
"42725",0.6,"Premium","H","SI1",58.9,61,1341,5.54,5.5,3.25
"47947",0.71,"Very Good","J","SI1",63.5,58,1917,5.63,5.67,3.59
"53365",0.77,"Premium","G","SI1",62.7,57,2657,5.85,5.79,3.65
"39792",0.39,"Premium","G","VVS1",60.4,59,1095,4.72,4.75,2.86
"50351",0.52,"Premium","H","VVS2",61.1,59,2246,5.21,5.17,3.17
"35231",0.34,"Good","H","VVS1",64,57,893,4.43,4.38,2.82
"16696",0.32,"Ideal","G","SI2",62.5,55,421,4.37,4.4,2.74
"283",0.81,"Premium","H","VS2",58,59,2795,6.17,6.13,3.57
"1646",0.7,"Premium","F","VVS2",62.5,59,3018,5.68,5.61,3.53
"13236",1.22,"Premium","I","SI1",62.1,59,5466,6.86,6.8,4.24
"40144",0.49,"Very Good","F","SI1",62.5,57,1116,4.99,5.02,3.13
"8589",0.7,"Ideal","F","VVS2",61.5,56,4439,5.7,5.78,3.53
"42093",0.64,"Premium","H","SI1",60,59,1274,5.63,5.57,3.36
"40449",0.46,"Premium","F","VS1",63,57,1139,4.93,4.79,3.06
"7689",1.01,"Premium","F","SI1",62.7,54,4276,6.42,6.37,4.01
"21773",1.23,"Ideal","F","VS1",62.5,54,9836,6.85,6.82,4.27
"14261",1.08,"Premium","H","VS2",62.9,55,5775,6.59,6.54,4.13
"28856",0.41,"Premium","E","SI2",62.1,58,683,4.73,4.77,2.95
"24474",1.51,"Premium","D","SI1",61.6,57,12738,7.41,7.32,4.54
"50714",0.53,"Ideal","G","IF",60.6,56,2293,5.27,5.33,3.21
"35671",0.4,"Very Good","E","VS1",63.3,55,909,4.66,4.69,2.96
"40325",0.39,"Premium","E","VVS2",59.5,58,1126,4.77,4.74,2.83
"23568",2.09,"Good","J","VS2",57.2,64,11576,8.51,8.46,4.85
"49293",0.33,"Ideal","H","VS2",60.6,56,539,4.51,4.54,2.74
"9233",1.02,"Good","D","SI1",64.3,54,4558,6.32,6.27,4.05
"48359",0.56,"Ideal","D","VS2",61.2,56,1963,5.3,5.35,3.26
"26231",2.1,"Ideal","I","SI2",61.9,56,15653,8.22,8.2,5.08
"1528",1.02,"Fair","H","I1",61.5,60,2999,6.4,6.34,3.92
"45633",0.28,"Very Good","H","VVS1",62.9,54,525,4.2,4.23,2.65
"52456",0.71,"Very Good","G","VS2",63.1,58,2515,5.69,5.6,3.56
"27430",2.25,"Premium","H","SI2",62.8,59,18034,0,0,0
"39576",0.42,"Ideal","I","VS2",61.4,56,1081,4.83,4.85,2.97
"29804",0.3,"Very Good","D","SI1",63.1,55,709,4.31,4.28,2.71
"18190",1.05,"Ideal","F","VS1",60.4,56,7373,6.61,6.63,4
"43303",0.61,"Premium","F","SI2",60.9,58,1401,5.52,5.44,3.34
"12032",0.4,"Good","I","SI1",63.9,57,596,4.66,4.7,2.99
"9086",1.2,"Very Good","J","SI2",61.2,58,4523,6.77,6.82,4.16
"38755",0.32,"Ideal","D","VS1",61.4,57,1044,4.43,4.4,2.71
"5821",1.04,"Premium","E","SI2",61.6,58,3914,6.52,6.45,3.99
"51597",0.7,"Ideal","G","SI1",60.9,57,2394,5.77,5.79,3.52
"35612",0.3,"Very Good","H","VS2",61.1,61,473,4.29,4.32,2.63
"725",0.34,"Good","E","SI1",63.3,57,556,4.44,4.47,2.82
"33039",0.32,"Ideal","G","VVS1",61.1,55,814,4.43,4.45,2.71
"5795",1,"Very Good","F","SI2",62.4,56,3906,6.31,6.35,3.95
"9357",1.09,"Ideal","G","SI2",61.2,57,4586,6.63,6.68,4.07
"48409",0.72,"Very Good","H","SI2",62.6,53,1970,5.75,5.78,3.61
"8984",0.95,"Ideal","H","SI1",61.9,56,4508,6.29,6.35,3.91
"31581",0.35,"Premium","E","VS2",61.6,58,767,4.52,4.57,2.8
"11586",1.2,"Very Good","I","SI1",63.1,59,5040,6.7,6.67,4.22
"39855",0.33,"Ideal","D","VVS1",61,55,1100,4.47,4.52,2.74
"40704",0.4,"Ideal","E","VVS2",62.1,56,1158,4.7,4.73,2.93
"40917",0.42,"Premium","G","VVS1",59.3,59,1179,4.9,4.92,2.91
"23615",1.51,"Good","G","VS2",64.2,54,11640,7.18,7.27,4.64
"37991",0.32,"Premium","F","VVS2",61.8,60,1008,4.41,4.36,2.71
"9425",1.01,"Very Good","D","SI2",61.8,60,4588,6.37,6.41,3.95
"15921",1.01,"Fair","D","VS2",65.3,58,6366,6.29,6.24,4.09
"43583",0.5,"Premium","D","VS2",62.2,60,1431,5.15,5.05,3.17
"52212",0.7,"Very Good","H","VS1",62.6,57,2482,5.64,5.73,3.56
"32778",0.34,"Premium","D","SI1",62,59,803,4.48,4.42,2.76
"5786",0.72,"Very Good","E","VVS1",61.2,58,3903,5.75,5.79,3.53
"1046",0.72,"Ideal","H","VVS1",62.8,57,2907,5.68,5.72,3.58
"8710",0.39,"Ideal","J","VS2",61.8,55.9,586,4.66,4.69,2.89
"28190",0.4,"Very Good","H","SI1",62.8,59,666,4.67,4.69,2.94
"5202",0.73,"Ideal","E","VVS2",62,57,3780,5.73,5.79,3.57
"26533",2.02,"Premium","I","SI1",62.5,59,16191,8.05,8.01,5.02
"18605",1.16,"Very Good","G","VS1",62.9,55,7589,6.65,6.74,4.21
"11306",0.71,"Ideal","F","VVS1",61.1,54,4981,5.84,5.78,3.55
"31643",0.25,"Premium","H","VVS1",59.8,59,450,4.07,4.09,2.44
"10868",1.23,"Premium","F","SI2",61.7,58,4876,6.85,6.95,4.26
"48413",0.6,"Ideal","F","VS2",61.9,57,1970,5.39,5.43,3.35
"17385",0.34,"Good","E","SI2",63.7,55,612,4.46,4.43,2.83
"34562",0.38,"Very Good","D","VS2",58.8,61,871,4.71,4.74,2.78
"45043",0.52,"Ideal","H","VVS1",60.7,57,1639,5.23,5.25,3.18
"6983",1.03,"Premium","J","SI1",61.7,54,4153,6.56,6.5,4.03
"42390",0.52,"Premium","G","SI1",59.7,60,1306,5.22,5.2,3.11
"47155",0.52,"Very Good","G","VVS2",63.2,57,1833,5.08,5.11,3.22
"47170",0.52,"Premium","G","VVS2",61,58,1835,5.21,5.15,3.16
"23558",1.51,"Premium","E","SI1",61.5,61,11565,7.41,7.31,4.53
"35711",0.3,"Ideal","D","VS2",60.9,57,911,4.35,4.32,2.64
"11168",1.07,"Premium","G","SI1",60.5,62,4949,6.69,6.6,4.02
"46828",0.52,"Ideal","H","VVS1",61.2,57,1809,5.17,5.22,3.18
"1288",0.7,"Very Good","E","VS1",61.3,60,2952,5.68,5.7,3.49
"38706",0.37,"Premium","E","VS2",63,58,1041,4.58,4.53,2.87
"15906",2.15,"Premium","H","I1",62.9,57,6357,8.25,8.2,5.18
"14869",1.01,"Premium","F","VS2",62.1,60,5988,6.36,6.43,3.97
"2167",0.82,"Ideal","E","SI2",62.6,55,3131,5.94,5.98,3.73
"6030",1,"Fair","D","SI2",65,56,3965,6.27,6.23,4.06
"42325",0.41,"Ideal","F","VVS1",61.9,56,1295,4.77,4.79,2.96
"19802",1.52,"Premium","J","VS1",61.2,59,8366,7.39,7.36,4.51
"35636",0.26,"Ideal","H","SI1",60.5,58,474,4.16,4.17,2.52
"17833",1.2,"Ideal","H","VS2",60.8,55,7190,6.9,6.85,4.18
"45917",0.53,"Ideal","E","VS2",61.4,56,1721,5.18,5.25,3.2
"27055",0.35,"Ideal","H","VS1",61.8,57,646,4.53,4.56,2.81
"38510",0.5,"Premium","G","SI2",62,59,1031,5.1,5.03,3.14
"28899",0.3,"Good","G","VVS2",63.8,57,684,4.24,4.26,2.71
"27948",0.31,"Good","G","SI1",63.3,57,431,4.3,4.33,2.73
"48054",0.72,"Ideal","I","SI2",60.7,60,1927,5.75,5.78,3.5
"23482",1.7,"Premium","I","VVS2",61.8,61,11481,7.57,7.5,4.66
"10948",0.87,"Ideal","G","VS2",61.8,56,4899,6.11,6.13,3.78
"50186",0.51,"Very Good","F","VVS1",62.6,57,2223,5.06,5.1,3.18
"43501",0.54,"Ideal","E","SI1",61.3,56,1422,5.22,5.25,3.21
"38741",0.4,"Very Good","H","IF",64,56,1044,4.66,4.69,2.99
"24475",1.51,"Ideal","D","SI1",59.5,57,12738,7.56,7.46,4.47
"53795",0.92,"Premium","I","SI1",60.4,59,2730,6.31,6.24,3.79
"11235",1.08,"Ideal","H","SI1",62.8,57,4964,6.55,6.51,4.1
"686",0.87,"Very Good","F","SI2",61,63,2851,6.22,6.07,3.75
"30078",0.4,"Good","H","SI2",63.7,59,720,4.69,4.64,2.97
"18307",1.51,"Very Good","I","SI2",60.6,60.2,7441,7.32,7.37,4.45
"46625",0.3,"Premium","H","VS1",62.2,60,526,4.23,4.29,2.65
"19845",1.23,"Very Good","H","VVS1",62.5,58,8405,6.77,6.82,4.25
"25168",2.15,"Premium","J","SI1",62.4,60,13746,8.24,8.18,5.12
"10902",1.03,"Premium","E","SI2",62,59,4885,6.42,6.49,4
"47196",0.59,"Very Good","E","VS2",59.9,56,1838,5.46,5.49,3.28
"43522",0.5,"Ideal","G","VS2",62.6,57,1424,5.11,5.05,3.18
"21511",1.73,"Premium","H","SI1",61.8,59,9607,7.71,7.66,4.75
"25374",0.39,"Ideal","J","VS2",61.2,56,642,4.71,4.74,2.89
"9469",1.07,"Ideal","J","VS2",61.6,56.3,4602,6.55,6.59,4.04
"17246",1.03,"Ideal","F","VS2",62,57,6902,6.4,6.48,3.99
"39355",0.44,"Premium","E","VS2",60.4,59,1073,4.93,4.9,2.97
"32718",0.31,"Premium","F","VS2",61.3,59,802,4.34,4.31,2.65
"19739",1.09,"Ideal","G","VS1",60.3,57,8305,6.68,6.73,4.04
"49737",0.48,"Ideal","F","IF",62.1,55,2154,5,5.05,3.12
"53069",0.55,"Ideal","E","VVS1",62.9,57,2609,5.25,5.21,3.29
"50917",0.56,"Ideal","F","VVS2",60.3,56,2318,5.39,5.35,3.24
"3406",0.33,"Good","D","SI1",63.1,55,567,4.38,4.4,2.77
"40138",0.7,"Premium","G","I1",59.2,61,1115,5.76,5.7,3.39
"25275",1.9,"Premium","G","SI2",63,58,13919,7.93,7.86,4.97
"35947",0.3,"Ideal","F","SI1",62.3,54,475,4.3,4.34,2.69
"9085",1.11,"Good","H","SI1",64.2,58,4523,6.47,6.53,4.17
"43176",0.64,"Very Good","I","SI1",63,57,1390,5.47,5.52,3.46
"818",0.72,"Ideal","F","VS2",59.5,57,2863,5.91,5.86,3.5
"6197",0.9,"Very Good","D","SI1",63.2,62,3997,6.13,6.06,3.85
"43677",0.5,"Ideal","F","VS2",62.5,57,1436,5.07,5.11,3.18
"49686",0.56,"Ideal","E","VS1",61.9,57,2145,5.31,5.29,3.28
"36541",0.4,"Premium","F","SI1",61.2,58,945,4.74,4.71,2.89
"16991",1.01,"Premium","E","VS2",62,59,6787,6.46,6.44,4
"4794",1.1,"Premium","J","VS2",61.2,57,3696,6.66,6.61,4.06
"45203",0.51,"Premium","E","VS2",61,60,1656,5.12,5.17,3.14
"914",0.63,"Premium","E","IF",60.3,62,2879,5.55,5.53,3.34
"13981",1.1,"Ideal","F","VS2",58.6,57,5692,6.82,6.8,3.99
"15252",1.35,"Ideal","J","SI1",61.9,56,6124,7.1,7.08,4.39
"47579",0.51,"Ideal","F","VS2",62.6,55,1875,5.15,5.1,3.21
"11079",0.9,"Ideal","H","VVS2",62,57,4924,6.15,6.2,3.83
"25607",2.07,"Premium","H","SI1",61.2,60,14476,8.2,8.12,4.99
"31214",0.32,"Premium","D","SI1",60.9,60,756,4.41,4.39,2.68
"28000",0.3,"Premium","E","VS2",62.5,58,658,4.26,4.31,2.68
"814",0.91,"Premium","J","SI1",59.5,62,2863,6.4,6.18,3.74
"51755",0.65,"Very Good","F","VS1",59.3,56,2406,5.64,5.76,3.37
"41582",0.25,"Very Good","D","VS1",60.8,60,388,4.07,4.09,2.48
"20614",1.01,"Very Good","E","VVS2",63.3,58,8912,6.39,6.31,4.02
"51037",0.71,"Premium","E","SI1",58.9,61,2329,5.79,5.75,3.4
"20124",1.64,"Premium","I","SI2",61.3,58,8587,7.58,7.62,4.66
"38556",0.31,"Ideal","D","VVS2",61.2,55,1034,4.37,4.42,2.69
"6839",0.91,"Premium","D","SI2",62.2,59,4123,6.19,6.23,3.86
"8441",1.25,"Premium","J","SI2",62.3,59,4410,6.86,6.82,4.26
"13928",0.96,"Ideal","F","VS1",61.2,56,5666,6.38,6.34,3.89
"14481",1.2,"Premium","H","SI2",62.3,59,5846,6.82,6.75,4.23
"42736",0.51,"Ideal","E","SI1",62.4,55,1343,5.09,5.14,3.19
"13561",1.02,"Ideal","E","SI1",62.2,57,5553,6.41,6.45,4
"1700",0.72,"Very Good","E","VS2",63.8,57,3035,5.66,5.69,3.62
"24811",2.06,"Premium","I","SI2",62.7,60,13198,8.11,8.06,5.07
"19953",1.53,"Ideal","H","SI2",61.9,57,8499,7.42,7.34,4.57
"29336",0.31,"Premium","H","VS1",61.7,61,698,4.34,4.31,2.67
"53700",0.9,"Premium","J","SI2",63,59,2717,6.14,6.11,3.86
"26724",0.32,"Good","F","VS2",63.4,57,645,4.32,4.36,2.75
"21163",1.53,"Premium","J","VVS1",61.6,58,9322,7.4,7.37,4.55
"20867",1.31,"Ideal","G","VS2",61.9,56,9085,7.08,7.05,4.37
"5804",0.9,"Very Good","G","SI2",60.8,57,3909,6.2,6.24,3.78
"35116",0.3,"Ideal","F","IF",61.8,56,886,4.31,4.33,2.67
"53749",0.56,"Very Good","E","IF",59.9,60,2724,5.31,5.38,3.2
"53617",0.3,"Very Good","D","SI1",62.1,58,552,4.25,4.28,2.65
"4044",1.05,"Ideal","J","VS1",60.6,56,3528,6.59,6.55,3.98
"4156",0.72,"Ideal","G","VVS1",61.7,54.8,3548,5.73,5.77,3.55
"16302",1.01,"Very Good","E","VS2",63.3,56,6522,6.34,6.37,4.02
"37581",0.35,"Ideal","D","VS1",63,57,990,4.51,4.48,2.83
"2989",0.71,"Ideal","E","VS2",61.8,57,3301,5.69,5.74,3.53
"51254",0.7,"Ideal","I","VS1",62.2,57,2355,5.69,5.66,3.53
"12429",1.03,"Ideal","G","SI1",61.1,57,5241,6.58,6.54,4.01
"34289",0.26,"Premium","H","VVS1",59.8,59,468,4.12,4.17,2.48
"5462",1.17,"Fair","I","SI2",59.2,68,3833,6.91,6.84,4.07
"42032",0.53,"Good","F","SI1",63.8,56,1268,5.13,5.16,3.28
"16510",1.02,"Ideal","F","VS2",62.7,54,6597,6.5,6.42,4.05
"21564",1.51,"Very Good","G","SI1",63.4,58,9664,7.19,7.3,4.59
"23713",0.3,"Good","D","VS1",61.7,62,632,4.18,4.21,2.59
"19037",0.31,"Ideal","D","VS2",61.3,57,621,4.36,4.41,2.69
"29784",0.3,"Ideal","D","SI1",61,54,709,4.35,4.34,2.65
"52157",0.8,"Very Good","I","SI1",61.9,56,2473,5.94,5.98,3.69
"12215",1.06,"Ideal","H","SI1",61.4,55,5194,6.62,6.58,4.05
"898",1,"Fair","J","VS1",65.5,55,2875,6.3,6.25,4.11
"16215",1.09,"Ideal","G","VS2",62.3,57,6480,6.6,6.57,4.1
"9987",1,"Premium","E","SI2",61.2,60,4704,6.45,6.42,3.94
"6438",0.91,"Premium","G","SI1",62.2,59,4045,6.15,6.19,3.84
"14237",1.51,"Premium","H","SI2",60.7,59,5767,7.42,7.37,4.49
"48094",0.62,"Premium","G","VS1",59.8,58,1933,5.55,5.58,3.33
"37672",0.42,"Ideal","E","SI1",61.3,57,992,4.81,4.79,2.94
"46749",0.51,"Very Good","G","VVS1",62.9,57,1800,5.08,5.12,3.21
"29663",0.35,"Premium","G","VS1",62.3,59,706,4.49,4.53,2.81
"18124",1.01,"Ideal","F","VS2",62.5,55,7338,6.38,6.41,4
"51012",0.74,"Ideal","H","SI2",62.1,57,2327,5.75,5.81,3.59
"20193",1.51,"Very Good","I","SI1",62.7,61,8637,7.27,7.33,4.58
"7451",1.14,"Premium","G","SI2",62.8,58,4233,6.68,6.64,4.18
"23859",1.5,"Good","E","SI1",63.9,54,11948,7.26,7.2,4.62
"32032",0.3,"Ideal","E","VS1",62.5,56,778,4.3,4.28,2.68
"23170",1.23,"Ideal","G","VVS1",61.2,56,11182,6.94,6.9,4.23
"8749",1.06,"Very Good","H","SI2",61.7,59.5,4465,6.51,6.53,4.02
"21883",1.5,"Premium","G","SI1",60,61,9954,7.48,7.43,4.47
"27971",0.3,"Premium","E","VS2",62,59,658,4.27,4.31,2.66
"27152",2.17,"Ideal","I","SI1",60.4,56,17381,8.43,8.36,5.07
"24057",0.31,"Ideal","I","IF",62,54,635,4.36,4.42,2.72
"1324",0.82,"Ideal","I","SI1",61.8,55,2959,6,6.03,3.72
"21646",1.24,"Premium","F","VS1",60.1,59,9738,6.99,7.02,4.21
"827",0.7,"Ideal","H","VVS1",62.3,58,2866,5.66,5.7,3.54
"8712",0.23,"Ideal","E","VS1",61.9,55,586,3.94,3.98,2.45
"40888",0.56,"Premium","G","SI1",61.7,58,1176,5.31,5.29,3.27
"17780",1.51,"Premium","I","SI2",62.6,59,7162,7.28,7.31,4.57
"8624",1.07,"Premium","F","SI2",61.7,58,4446,6.58,6.55,4.05
